area_mean,area_se,area_worst,concavity_se,fractal_dimension_mean,perimeter_mean,perimeter_worst,radius_mean,radius_worst,smoothness_mean,smoothness_worst,symmetry_worst,texture_mean,texture_worst
684,52.1,986,0.0504,0.0631,97.9,123,15,18.1,0.106,0.0935,0.241,20.8,31.9
628,115,1.32E+03,0.0247,0.0542,89.7,136,14,19.9,0.101,0.14,0.26,27.9,19
939,114,1.97E+03,0.0503,0.0619,111,174,16.8,25.3,0.0953,0.13,0.321,21.2,21.7
37.6,120,1.33E+03,0.0323,0.0681,47.1,129,7.77,20.3,0.119,0.0961,0.371,19.2,14.6
1.01E+03,35.5,1.29E+03,0.00152,0.0471,114,114,17.3,17.5,0.0907,0.184,0.326,17.2,25.7
138,63.4,863,-0.00167,0.0555,51.4,105,8.43,16.2,0.0874,0.112,0.447,21.6,24.1
817,57.4,1.40E+03,0.0677,0.0642,107,142,16.4,21.7,0.111,0.117,0.206,22.7,32.3
712,56.7,1.12E+03,0.045,0.0668,98.9,103,14.8,17,0.0877,0.08,0.294,18.3,39.5
723,23.6,831,0.036,0.0664,88.5,96.4,13.9,14.2,0.101,0.134,0.164,15.5,21.3
1.14E+03,-29.7,-84.5,-0.00989,0.0567,125,63.5,18.8,9.06,0.0878,0.183,0.307,23.2,35.4
357,79.2,1.21E+03,0.0429,0.0433,73.6,126,11.7,19.3,0.0906,0.114,0.325,26.6,25.4
502,55.6,1.31E+03,-0.00368,0.065,85.3,124,13,19.3,0.114,0.139,0.31,19.5,22.2
76.1,119,1.68E+03,0.0216,0.0589,53.3,159,8.5,23.1,0.104,0.154,0.275,14.2,27
330,67.2,991,0.0307,0.0609,73,124,11.4,18.8,0.123,0.12,0.29,17,32.6
1.13E+03,51.3,1.36E+03,0.0381,0.0585,124,135,18.8,19.4,0.0771,0.156,0.273,18.3,27.8
709,-5.52,391,0.0383,0.063,95.2,73.8,14.9,11,0.109,0.148,0.401,24.5,23.8
312,93.6,1.77E+03,0.0568,0.0584,71.4,164,11,23.7,0.116,0.128,0.272,14.7,26.6
137,24.4,831,0.0013,0.0578,59.7,111,9.71,16.2,0.0987,0.11,0.254,20.6,19.6
621,32.8,385,0.0437,0.0744,87.2,82.7,13.3,11.9,0.0913,0.166,0.251,23.3,16.1
624,130,1.24E+03,0.0112,0.0497,86.5,131,13.2,19.3,0.0808,0.0967,0.209,16.6,21.3
885,17.7,197,-0.0157,0.0562,104,77.6,16.2,10.9,0.0926,0.126,0.263,27.5,20.9
718,85,1.55E+03,-0.00679,0.0708,101,147,15.4,22.6,0.103,0.115,0.204,18.2,18.5
601,-44.9,82.1,0.0309,0.0623,92.4,66,14.1,10.1,0.0917,0.114,0.248,13.5,24.8
1.14E+03,-26.9,411,-0.0213,0.0597,129,80.1,19.6,12.9,0.0807,0.131,0.284,18.1,21.6
797,44.7,1.08E+03,0.0252,0.0686,106,126,15.8,17,0.0676,0.092,0.214,17.6,17.6
753,52.1,1.28E+03,0.0392,0.0602,92.2,132,14.6,20.7,0.103,0.151,0.166,10.9,39.4
854,23.5,769,-0.00431,0.0559,103,106,15.9,16.3,0.0785,0.151,0.266,22.9,32.3
1.32E+03,30.1,104,0.0855,0.072,135,80.2,19.8,12.3,0.0838,0.156,0.256,13.8,11.9
970,-7.5,1.09E+03,0.0356,0.0586,118,113,17.3,16.7,0.0869,0.141,0.234,13.1,32.3
794,31.8,1.26E+03,0.0263,0.0597,103,125,15.6,19.9,0.102,0.143,0.336,15.5,35.4
960,36.9,919,-0.00201,0.0643,112,109,17.1,15.8,0.104,0.128,0.266,19,20.5
537,-21.2,252,0.0172,0.0705,77.7,74.9,12.1,11.6,0.0976,0.117,0.345,21.5,32.7
795,88.7,1.19E+03,-0.018,0.0599,98.8,114,15,16.9,0.101,0.108,0.37,18.6,27
630,28.8,707,0.0143,0.0666,92.5,96,14.2,14.6,0.115,0.155,0.337,17.9,17.3
664,100,1.44E+03,0.0115,0.0516,96.8,133,14.6,20.5,0.107,0.135,0.261,16.4,27.8
59.5,68.6,805,0.0251,0.0662,46.1,104,7.73,15.6,0.0944,0.138,0.332,24.7,14.6
976,111,1.19E+03,-0.048,0.0596,111,126,16.7,18.8,0.122,0.0986,0.352,19.9,35.3
824,68.2,548,-0.000672,0.0662,102,83.1,15.6,13,0.106,0.153,0.236,25.3,22.2
800,65.3,1.47E+03,0.03,0.0644,101,135,15.6,20.9,0.0837,0.127,0.258,14.8,22.8
1.09E+03,-0.543,501,0.0914,0.0636,122,91.4,18.7,13.5,0.0724,0.117,0.313,23.1,25.8
-271,197,2.35E+03,0.0266,0.0497,30.7,193,4.76,28.5,0.0892,0.118,0.314,16.8,23.7
387,215,2.14E+03,0.0307,0.0572,64.9,187,10.1,27.9,0.103,0.141,0.261,24.6,38.7
1.24E+03,5.99,908,0.0295,0.0589,133,117,20.5,17,0.104,0.136,0.289,20.1,18.2
1.06E+03,-25.4,996,0.00549,0.0631,127,120,19.3,16.7,0.1,0.17,0.243,16.1,36
1.05E+03,17.2,575,0.0174,0.0676,124,94.3,18.7,13.4,0.108,0.136,0.312,22.2,25.8
490,17.1,1.21E+03,0.00935,0.0576,80.8,132,12.7,20.1,0.103,0.168,0.338,19.1,29.1
587,60.2,1.19E+03,0.0859,0.0752,84.7,115,12.7,17.8,0.109,0.158,0.226,19.7,32.2
-401,-51.4,857,0.0578,0.0653,29.7,112,5.31,16.6,0.0902,0.159,0.221,18.5,26.7
1.26E+03,20.6,715,0.0814,0.0626,135,95.2,20.6,15.1,0.101,0.105,0.248,21.1,25.9
93.1,76.7,1.46E+03,0.0506,0.0705,51.6,145,8.48,21.2,0.0971,0.136,0.317,20.7,26.1
-96.3,0.904,434,0.0569,0.0756,41.1,82.9,6.49,12.6,0.0971,0.174,0.192,21.4,22.7
708,91.3,1.57E+03,-0.0239,0.0689,92.6,143,14.4,21.4,0.102,0.121,0.388,17.1,19.3
675,73.7,718,0.0227,0.0625,93.8,102,14.4,14.6,0.103,0.129,0.2,23.9,18.1
934,80.1,1.40E+03,0.00705,0.0507,111,142,16.9,20.9,0.102,0.102,0.309,17.8,30.9
907,49.1,874,0.0233,0.0671,107,118,16.2,16.8,0.0821,0.122,0.302,13,22.4
934,52.1,1.26E+03,-0.0243,0.0687,118,143,17.9,20.7,0.0861,0.102,0.265,14.8,34.1
126,60.4,769,-0.0456,0.0551,60.2,103,9.28,14.9,0.11,0.114,0.3,12.6,20.4
240,101,1.00E+03,0.0269,0.0623,63,103,10,16.1,0.118,0.13,0.176,20.8,22.2
1.32E+03,29.6,355,-0.0189,0.0642,136,77.7,20.4,11.4,0.122,0.104,0.297,14.8,24.1
525,58.6,756,0.0296,0.0634,81,91.9,12.4,14.8,0.0977,0.15,0.419,18.2,35.7
1.24E+03,-54.9,130,0.0446,0.0525,131,56.9,19.9,8.76,0.101,0.139,0.258,15.6,38.4
1.03E+03,82.1,2.57E+03,0.0633,0.065,124,196,18.9,30.2,0.085,0.122,0.29,18.4,17
988,9.77,577,0.0365,0.0685,120,89.2,18.2,13.6,0.0992,0.151,0.278,24.9,24.7
1.11E+03,0.439,722,0.089,0.0676,126,107,19.1,15.8,0.063,0.128,0.189,21.2,15.9
768,-56.8,234,-0.00402,0.0675,103,68.6,15.6,9.78,0.102,0.15,0.16,21.3,30.7
477,125,1.51E+03,0.0472,0.0542,79.5,145,12.3,22.3,0.0949,0.132,0.319,20.1,24.8
369,76.2,745,0.0543,0.0643,76.2,97.5,11.8,15.5,0.115,0.141,0.296,25.4,23.4
487,33.4,1.31E+03,0.0621,0.0671,83.5,136,12.9,20.3,0.0962,0.144,0.271,17.3,23.9
638,-8.87,595,-0.000229,0.0602,94.4,96.8,14.3,14.5,0.0664,0.153,0.255,21.3,27
438,47.2,265,0.05,0.0629,74.4,84.1,11.5,12.7,0.098,0.118,0.201,18.8,26.7
1.17E+03,110,1.56E+03,-0.000305,0.0568,125,150,19,21.8,0.118,0.104,0.232,20,16.1
675,-37.2,-125,0.0209,0.0643,95.5,63,14.7,8.75,0.113,0.112,0.233,12.8,34.4
854,109,1.85E+03,0.0794,0.0572,108,160,16.1,24.1,0.104,0.132,0.306,19.1,18.7
769,74.6,1.32E+03,0.109,0.0599,102,138,15.6,20.1,0.114,0.155,0.216,19.4,27.3
1.03E+03,20.8,969,0.0442,0.0619,121,111,18.9,17,0.094,0.112,0.31,19.7,19.5
761,-8.65,897,0.0109,0.0645,98.2,102,15.3,15.6,0.0743,0.122,0.212,11.3,25.8
858,-119,-1.01E+03,0.0112,0.0562,106,7,16.6,1.03,0.096,0.147,0.285,18,23.8
176,150,1.07E+03,0.03,0.0539,57.8,131,8.76,19.4,0.0911,0.115,0.259,25.9,16.8
690,3.92,497,0.0353,0.0751,97.8,83.1,14.7,13.2,0.104,0.121,0.304,27.1,26.4
767,-12,253,0.0426,0.0569,103,78.4,15.7,11.8,0.0855,0.157,0.217,20.5,22.5
380,54.1,1.16E+03,0.0498,0.0615,76.6,122,11.8,18.6,0.0722,0.156,0.313,20.9,13.1
906,128,566,0.0392,0.0675,107,97.3,15.7,15.1,0.131,0.108,0.285,14.6,28.1
1.30E+03,60.6,1.06E+03,0.0263,0.0572,137,117,20.9,17.9,0.0982,0.108,0.366,17.7,7.89
1.04E+03,26.9,980,-0.00957,0.0669,120,113,18.3,17.3,0.106,0.118,0.315,15.7,13.6
755,44.5,946,0.00841,0.0649,99.1,107,15.4,17.2,0.0916,0.113,0.314,25.1,27
182,136,1.69E+03,0.063,0.0601,51.5,166,8.57,24.3,0.095,0.101,0.19,17.9,24.4
953,60.3,1.32E+03,-0.0024,0.061,120,132,18,19.9,0.0904,0.126,0.25,11.2,24.8
1.10E+03,3.29,655,0.0776,0.0627,120,91.9,18.5,13.5,0.0853,0.169,0.198,25.6,28.6
727,36.7,1.49E+03,0.0249,0.0722,93.6,133,14.5,19.9,0.0875,0.11,0.202,11.9,19.5
1.07E+03,-5.89,633,-0.00234,0.0555,125,97.3,18.9,15,0.0812,0.102,0.292,12.3,25.1
849,164,2.57E+03,0.0266,0.0735,106,206,15.9,30,0.0999,0.155,0.38,19.6,31.2
1.06E+03,12.5,939,0.0678,0.0733,123,110,18.5,15.7,0.0969,0.135,0.305,12.7,22.2
863,61.4,816,0.0975,0.0638,103,106,16.1,16.2,0.104,0.136,0.368,25,29.5
559,88.5,1.48E+03,0.0119,0.0681,87,147,13.3,21.7,0.102,0.156,0.311,21.1,19.8
992,1.55,-9.09,0.0443,0.0703,122,48.1,18.2,8.69,0.124,0.12,0.371,23.6,11.9
409,-9.86,483,0.0529,0.0579,74,74.4,11.7,11.7,0.0871,0.121,0.362,28.2,24.5
1.02E+03,63.3,851,0.00276,0.0584,115,125,17.5,18.2,0.0839,0.122,0.357,20,18.5
842,50.6,1.21E+03,0.0615,0.0673,102,113,15.6,17.6,0.101,0.155,0.225,22.3,15.2
1.10E+03,30.2,873,0.0424,0.0754,121,91.1,18.3,14.5,0.109,0.18,0.299,21.9,22.5
358,47,524,0.051,0.0543,73.8,85.3,11.2,13.4,0.097,0.161,0.247,25,26.6
573,91.7,1.15E+03,0.0292,0.0561,87.7,119,13.3,17.7,0.12,0.168,0.268,20.3,20.8
14.1,74.3,1.27E+03,0.0396,0.0643,50.7,126,8.21,19.4,0.0874,0.119,0.205,17.8,24.9
720,21,1.34E+03,0.0354,0.0607,96.8,122,15.1,18,0.0944,0.157,0.158,25.8,18.4
216,138,2.12E+03,0.0446,0.0737,62.9,187,9.96,27.2,0.114,0.0908,0.328,15.2,31.9
285,29.4,844,0.0181,0.0634,71.4,106,11.3,16.5,0.111,0.14,0.35,17.7,22.6
687,74.6,1.79E+03,0.0161,0.0595,99.7,158,15.5,24.2,0.0791,0.102,0.268,19.4,27.3
485,-1.56,963,-0.00751,0.068,82.9,125,12.7,17.4,0.0949,0.134,0.338,9.79,26.8
1.08E+03,-9.61,550,0.0264,0.0567,120,84.2,18.5,13.3,0.091,0.177,0.215,18.8,14.1
654,17.5,1.18E+03,0.0349,0.0629,95.3,125,14.5,18.6,0.0734,0.145,0.342,17.3,18.2
444,39.6,482,0.0131,0.0504,77.3,75.2,12,11.5,0.0967,0.126,0.221,29.9,14
273,-32.3,22,0.066,0.0649,68.3,71.3,10.9,10.1,0.0961,0.179,0.236,25.9,31.3
666,16.9,1.29E+03,0.0405,0.053,91.7,125,14.2,18.9,0.0837,0.167,0.3,20.6,34.9
547,29.7,574,0.00307,0.0469,86.8,84.6,13.3,13.8,0.0839,0.127,0.343,20.7,14.2
13.8,110,1.55E+03,0.00855,0.0622,43.9,148,7.39,22.6,0.0955,0.131,0.21,17.7,29.3
487,111,1.81E+03,0.0125,0.0561,84,156,12.9,22.8,0.105,0.157,0.344,15,25.6
1.43E+03,50.4,773,0.0288,0.0632,143,94,21.4,15.2,0.0962,0.17,0.381,17.3,22.1
534,-4.41,568,-0.00516,0.0698,93.4,90,13.8,13.8,0.0857,0.143,0.194,22.8,19.4
907,51.3,1.57E+03,0.0111,0.0551,113,139,17.2,20.5,0.108,0.12,0.313,13.5,32.6
1.14E+03,51.1,1.45E+03,-0.0151,0.0447,128,132,19.7,19.8,0.124,0.113,0.231,14.8,37.1
289,-22.7,606,0.00674,0.0743,68.7,93.2,10.9,14.5,0.0895,0.119,0.353,13.2,33.6
408,56.1,828,0.0404,0.0524,70.4,113,11.1,17,0.0623,0.142,0.378,9.49,21.9
347,42.3,1.21E+03,-0.0247,0.0671,79.4,113,12,17.1,0.106,0.113,0.252,20,26.2
580,49.8,1.70E+03,-0.00456,0.0656,86,149,13.2,21.8,0.0903,0.119,0.263,17.5,24.3
695,25.4,475,0.0519,0.0594,98.8,79.3,14.9,13.5,0.133,0.179,0.267,25.8,26.4
504,66.6,1.35E+03,0.0134,0.0627,85.5,123,12.8,18.7,0.069,0.127,0.303,20.8,21.3
639,37.4,752,0.0185,0.0677,97.2,116,14.8,16.6,0.114,0.139,0.357,18.6,22.3
944,131,1.89E+03,0.0321,0.0547,106,159,16.3,23.8,0.0947,0.16,0.308,27.2,10.2
717,89,1.38E+03,0.0432,0.0542,94.2,134,14.4,20.5,0.0923,0.18,0.232,25.8,22.3
595,102,1.24E+03,0.0694,0.0561,92.6,132,13.9,20.2,0.104,0.153,0.358,22.5,20.5
1.18E+03,75.2,1.18E+03,0.0478,0.073,126,116,19.4,16.8,0.0931,0.11,0.328,25.2,25.1
1.04E+03,-58.2,-237,0.0062,0.0592,125,46.9,18.8,7.32,0.0821,0.106,0.391,21,22
824,38.8,812,0.0442,0.0498,99.9,96.5,15.5,15.4,0.0694,0.141,0.29,23.6,28.7
411,-47.5,-664,0.0549,0.0726,77.9,21.5,12.1,4.02,0.12,0.119,0.209,21.2,28
720,79.3,984,0.0462,0.0803,98.1,113,15.1,17.3,0.119,0.112,0.376,19,25.9
778,55.3,1.24E+03,0.0171,0.0572,104,138,15.8,20.6,0.0902,0.128,0.387,23,27
1.29E+03,-72.8,282,0.0476,0.0591,136,76.1,21,10.7,0.0781,0.161,0.358,17.4,24.6
416,72.4,989,0.0285,0.0642,70.6,119,11.2,18.2,0.0958,0.151,0.29,19.1,23.4
331,42.4,891,0.0819,0.071,64.5,108,10.1,16.4,0.1,0.17,0.351,18.9,24.5
636,68.1,764,0.0103,0.0614,89,98.9,13.4,15.8,0.1,0.0855,0.382,15.3,13.6
139,99.6,1.17E+03,0.0511,0.0781,57,130,9.02,20,0.0904,0.102,0.307,26.6,27.4
502,39,576,0.0196,0.0677,78.7,86.1,12.2,14,0.11,0.106,0.235,20.5,20.2
6.06,127,1.08E+03,0.0404,0.0571,35,123,5.8,17.6,0.0714,0.143,0.306,25.2,26.4
563,95.8,866,0.0152,0.0513,76.9,112,12.2,16.4,0.0871,0.128,0.377,23.1,24
1.03E+03,-50.7,-475,-0.0112,0.0562,121,21.4,18.2,4.25,0.0922,0.107,0.341,13.5,27.4
820,18.7,87.4,0.0171,0.0653,98.1,61.5,14.8,10.1,0.103,0.127,0.22,9.76,18.8
972,3.82,686,0.0645,0.0732,117,98.4,18,15.5,0.0922,0.125,0.339,20.5,18.1
808,71.1,1.34E+03,0.0595,0.0639,106,132,16,20.3,0.11,0.135,0.212,18.3,27.2
729,155,1.75E+03,-0.0263,0.07,92.2,151,14.2,22.9,0.104,0.143,0.283,26.3,23.3
660,67.3,1.71E+03,0.0437,0.0574,91.2,155,13.4,22.8,0.0824,0.141,0.285,16,31.3
721,-2.87,222,0.119,0.0485,92.9,65.5,14.3,11.1,0.112,0.133,0.372,18.5,32.9
683,1.01,-71.9,0.0888,0.069,92.3,53,14,7.32,0.102,0.13,0.346,25.2,27
1.37E+03,-63.4,182,0.000784,0.0695,143,74.5,21.5,11.1,0.0901,0.162,0.245,18.7,24.2
218,116,1.51E+03,0.062,0.0617,61.4,151,9.33,22.2,0.0751,0.118,0.296,20.5,26.9
380,98.2,1.28E+03,0.0555,0.0508,67,122,10.6,18.5,0.108,0.139,0.287,20,20.9
1.13E+03,83.3,722,0.022,0.0513,128,87.4,19.1,14.4,0.107,0.132,0.238,17.1,12.4
1.18E+03,41,876,0.0156,0.0537,128,109,19.7,16.6,0.112,0.131,0.334,21.3,36.1
915,49.9,434,-0.00962,0.0539,104,76.4,16,12,0.101,0.112,0.314,17.5,22.5
735,68.5,851,0.0749,0.0758,97.6,112,14.6,15.9,0.11,0.131,0.285,24.9,32.2
1.54E+03,77.6,1.12E+03,0.0617,0.0632,146,110,22,17.7,0.1,0.135,0.298,25,23.2
371,9.09,771,0.0794,0.0621,71.8,95.3,11.1,15.6,0.0938,0.142,0.316,16.5,38.6
342,115,924,0.00332,0.0619,73.7,112,11,17.1,0.128,0.0884,0.287,18.6,18
588,79.7,1.65E+03,0.0399,0.0516,89.3,151,13.6,22.4,0.0764,0.128,0.273,23.6,26.5
258,83.4,966,0.00766,0.0654,63,105,9.9,16,0.0916,0.114,0.224,16.9,18.2
480,61.1,1.06E+03,0.0988,0.0797,78.8,115,12,17.2,0.0972,0.161,0.273,19.3,31.3
433,31.5,214,-0.0103,0.0579,77.1,63.4,11.9,9.94,0.0888,0.102,0.411,19.6,22
134,-0.414,374,0.0302,0.0673,46.2,78.2,7.88,12,0.0799,0.127,0.366,24.1,32
954,140,1.53E+03,0.044,0.0576,114,160,17,22.8,0.0845,0.115,0.318,26.8,20.8
461,16.6,193,0.0753,0.0479,77.4,59.6,11.7,9.74,0.102,0.195,0.407,23.2,33.2
347,44.6,546,0.0453,0.066,62.3,101,9.93,14.7,0.0655,0.152,0.291,12.6,24.2
671,117,1.52E+03,0.00835,0.0515,92.9,147,14.3,21.8,0.103,0.135,0.266,16.2,29.4
583,-19.6,245,0.0602,0.0623,86.3,61.3,13.6,10.1,0.0837,0.157,0.341,18,23.5
297,91.8,1.65E+03,-0.014,0.0587,62.5,153,9.96,23,0.0808,0.145,0.225,13.3,23
992,-5.56,623,0.00343,0.0581,112,81.6,17.4,12.1,0.105,0.137,0.294,16.9,24
923,-23.6,-267,0.00887,0.0723,107,43,16.5,7.42,0.104,0.0928,0.305,18.4,29.4
1.19E+03,71.5,790,0.0748,0.0629,124,105,18.8,15.6,0.0792,0.141,0.236,18.9,15.2
923,109,1.98E+03,0.0294,0.0657,109,164,16.6,25,0.0877,0.149,0.282,21.2,28.4
70,108,1.56E+03,-0.0039,0.0538,52.7,149,8.72,22.3,0.0992,0.132,0.0867,27.7,29.2
557,-11.4,884,0.0238,0.062,91,101,14,15.9,0.105,0.161,0.321,18.5,20.5
772,7.21,1.16E+03,0.0297,0.0491,103,121,15.6,19,0.0801,0.122,0.28,13.8,40
549,94,1.05E+03,0.0643,0.0629,80.3,108,12.8,16.6,0.112,0.124,0.34,21.8,16.4
1.06E+03,126,1.83E+03,0.0129,0.0528,122,165,18.3,24,0.128,0.168,0.325,25.8,22.4
250,126,1.14E+03,0.0103,0.0631,58.2,129,9.29,19.6,0.119,0.134,0.389,18.1,16
228,69.7,1.30E+03,0.0434,0.069,61.8,129,9.66,19.6,0.106,0.14,0.305,16.8,30.7
487,19.6,989,0.0135,0.051,84.3,118,13,18.1,0.104,0.143,0.388,16.8,23.5
503,88.4,1.01E+03,-0.000658,0.0549,82.1,114,12.7,17.1,0.0939,0.137,0.189,23.1,26.9
444,79.4,1.61E+03,0.0859,0.0741,80.5,159,12.5,23.8,0.108,0.181,0.218,23.4,24.2
641,20.3,665,0.0613,0.0497,92.6,95.2,14.1,15.3,0.104,0.14,0.385,20.2,29.4
1.04E+03,83.2,728,0.043,0.0712,112,113,16.6,15.9,0.104,0.138,0.171,22.5,30.1
988,66.3,1.85E+03,-0.00618,0.0647,113,165,17.4,24.7,0.0809,0.123,0.442,21.7,38.6
129,-51.1,18.3,0.0802,0.0561,58.5,53,9.51,9.06,0.0974,0.138,0.304,22.7,35
608,1.95,1.30E+03,0.0303,0.0617,88.8,133,13.8,19.9,0.0572,0.161,0.225,17,22.3
-6.95,103,1.13E+03,0.0368,0.0615,47.2,125,7.75,18.5,0.113,0.125,0.296,20.1,25.2
345,-65.2,-394,0.0479,0.0546,67.5,37,11.1,6.74,0.11,0.151,0.262,16,20.2
164,5.86,1.05E+03,-0.00454,0.0693,58.2,115,9.88,17.3,0.0951,0.102,0.357,26.9,24.4
831,7.42,952,0.102,0.0716,107,104,16.3,16.7,0.0894,0.136,0.252,19.3,26.7
945,45.3,777,0.00885,0.0531,117,101,17.4,15.7,0.115,0.141,0.205,15.5,23.5
1.65E+03,0.0349,629,0.00669,0.0608,161,96.3,24.1,15.3,0.0575,0.132,0.298,23.7,22.8
-96.1,80.5,1.44E+03,0.0332,0.059,46.1,138,7.34,22,0.106,0.125,0.268,22.4,34.7
1.05E+03,79.4,1.87E+03,0.0647,0.0662,117,161,18.1,24.5,0.0932,0.147,0.188,20.4,24.6
825,-8.65,1.47E+03,0.0961,0.0652,109,134,16.5,21.1,0.0987,0.17,0.241,15.9,37.4
1.26E+03,160,1.97E+03,0.0676,0.0569,135,189,20.2,26.9,0.109,0.122,0.184,18.3,22.8
1.03E+03,-27,972,0.0349,0.0672,120,119,18.4,17.8,0.0788,0.156,0.24,21.9,24
315,72,1.27E+03,0.0368,0.066,68.4,121,10.9,18,0.102,0.122,0.182,22.3,14.5
628,42.7,581,-0.00457,0.0711,88.9,80.7,13.7,12.3,0.116,0.113,0.208,20.5,25.9
739,123,1.21E+03,0.0179,0.0718,101,115,15.2,18.5,0.117,0.123,0.302,25.8,20.3
350,28.5,403,-0.0113,0.0593,71.9,79.1,11.3,12.1,0.111,0.107,0.119,11.3,21.2
1.14E+03,112,994,0.0383,0.0526,126,124,18.5,18.3,0.0857,0.12,0.186,16.3,12.4
1.43E+03,54.8,1.12E+03,0.0974,0.0506,145,119,21.6,18.6,0.0898,0.169,0.142,26.7,11.8
481,-10.9,99.7,0.0391,0.0656,82.1,55.1,12.4,9.16,0.109,0.168,0.373,14.4,22.8
12.4,73.3,1.31E+03,0.043,0.0588,47.1,137,7.99,19.6,0.0921,0.127,0.34,26.4,29
640,19.8,701,0.0361,0.0625,91.7,103,14.1,15.3,0.0921,0.157,0.251,23.6,35.3
316,115,2.38E+03,0.0798,0.0786,73.4,197,11.2,29,0.104,0.148,0.259,24.5,32.1
611,210,2.45E+03,0.0279,0.0564,87.9,220,13.2,32,0.0979,0.108,0.302,14.7,25.5
97.9,16.7,863,0.0783,0.0595,57.8,97.9,8.92,15.3,0.0878,0.136,0.294,19.3,19.3
322,95.9,699,-0.00827,0.0538,62.4,103,10.1,15,0.0724,0.109,0.353,19.2,20.4
532,20.8,657,0.0914,0.0647,85.7,91,13,14.6,0.0952,0.121,0.204,21.7,36.7
673,228,2.23E+03,0.00832,0.0627,94,184,13.8,28.3,0.1,0.0991,0.314,17.9,30.9
885,40.7,1.37E+03,0.00512,0.046,111,144,17.2,21.8,0.0721,0.124,0.352,21.2,33.7
54.7,19.2,968,0.0304,0.0685,47.7,111,7.44,15.9,0.0577,0.138,0.225,13.9,23.5
640,-17.6,622,0.0691,0.0642,90.5,97.7,13.9,14,0.0952,0.182,0.236,16.5,29.4
164,11.4,646,0.103,0.0596,62,86.6,9.59,13.8,0.0632,0.119,0.243,19.2,21.6
569,64.9,1.66E+03,0.0284,0.0682,83.8,147,12.8,22.1,0.0796,0.152,0.386,20.9,37.8
710,-15.2,448,0.0143,0.0627,94.3,89.9,14.7,13.3,0.0899,0.175,0.32,20.1,19.9
-4.25,-15,-345,0.0121,0.065,45.3,37.1,7.35,6.72,0.0924,0.156,0.212,16.9,20.6
618,38.8,1.11E+03,0.019,0.0616,91.7,126,14.1,18.8,0.0825,0.115,0.278,25.4,28.3
1.06E+03,-70.3,113,0.0089,0.0574,123,48.1,19,8.36,0.0922,0.107,0.29,18.3,25.9
869,-72.1,-383,0.0277,0.0564,112,42.5,16.6,6.17,0.0906,0.137,0.208,12.2,27
981,105,1.10E+03,0.0187,0.0596,108,134,16.3,19.1,0.1,0.146,0.295,17.9,23.2
388,48.4,1.28E+03,0.00918,0.0717,75.2,124,11.5,19,0.107,0.0972,0.2,14.5,42.7
651,64.5,1.52E+03,0.0777,0.0644,84.5,142,13.6,21.8,0.114,0.155,0.226,18.5,31.1
643,94.6,1.74E+03,0.0472,0.0688,93.5,156,14.3,23.1,0.0938,0.118,0.298,17.7,24.6
440,35.2,651,0.0189,0.0632,77.4,85,11.8,12.8,0.101,0.142,0.318,16.8,25.4
435,33.5,811,0.027,0.0519,78.2,109,11.9,15.9,0.0999,0.153,0.264,16.4,26.6
654,56.3,1.55E+03,0.0634,0.0645,90.1,155,14.2,22.9,0.104,0.144,0.263,20.5,26.3
735,101,1.51E+03,0.0244,0.0627,97.3,144,14.8,20.8,0.115,0.134,0.272,23.7,34.4
700,35.8,1.11E+03,0.0587,0.0636,96.7,133,14.9,19.5,0.086,0.111,0.3,19,14.6
806,29.2,355,0.0212,0.0656,99.6,78,15.4,12,0.107,0.133,0.358,21.9,28.7
1.15E+03,63.2,1.13E+03,0.0719,0.0543,126,118,19.1,17.7,0.11,0.118,0.313,20.7,20.6
930,120,1.68E+03,0.00846,0.0593,107,147,16.3,21.7,0.0897,0.128,0.265,18.4,26.2
881,31.7,1.86E+03,0.051,0.0749,112,178,17,26.1,0.0798,0.172,0.311,17.8,20.1
1.24E+03,58.2,1.45E+03,0.0162,0.0565,133,153,20.2,22.2,0.106,0.135,0.426,15.2,35.1
342,67.9,922,0.0327,0.0718,67.3,101,10.5,15.2,0.084,0.134,0.254,23.6,30.4
-33.1,89.1,331,-0.00784,0.0661,34.4,83.3,5.97,12.8,0.0864,0.1,0.336,22.6,25.5
804,30.2,248,0.0799,0.0591,97.8,67.8,15,10.3,0.0635,0.1,0.281,21.2,18.1
707,52.8,1.20E+03,0.0257,0.0603,94,128,14.5,19.7,0.125,0.125,0.226,20.9,27.3
797,76.3,1.56E+03,-6.57E-05,0.0658,104,137,15.7,20.9,0.112,0.13,0.252,20.5,35.6
429,-29.1,447,0.0817,0.0639,74.3,92.3,11.9,13.9,0.101,0.143,0.316,18.2,29.9
381,10.5,126,0.00948,0.067,72.2,56,11.2,9.87,0.11,0.112,0.281,23.4,28.4
529,83.5,1.36E+03,0.000821,0.0598,86.5,146,13.4,22,0.0995,0.0754,0.397,14.3,30.7
1.27E+03,21.9,1.15E+03,0.0137,0.0633,138,126,20.7,19,0.0772,0.131,0.241,10.3,25
277,-28.4,-20.3,0.0754,0.0555,62,67.2,9.93,10.4,0.0926,0.127,0.325,23.7,41.1
688,56.3,718,0.0201,0.0681,100,101,15,15.5,0.112,0.159,0.263,18.4,21.4
1.35E+03,24.6,949,0.0319,0.0594,139,92.7,20.7,14.7,0.117,0.154,0.238,22.3,34.6
952,84.8,628,-0.000462,0.0649,108,98,16.6,15.2,0.109,0.134,0.27,23.3,21.7
